44,131,513,131,513,166,44,166,SANYU STATIONERY SHOP
45,179,502,179,502,204,45,204,NO. 31G&33G, JALAN SETIA INDAH X ,U13/X
43,205,242,205,242,226,43,226,40170 SETIA ALAM
44,231,431,231,431,255,44,255,MOBILE /WHATSAPPS : +6012-918 7937
41,264,263,264,263,286,41,286,TEL: +603-3362 4137
42,291,321,291,321,312,42,312,GST ID NO: 001531760640
409,303,591,303,591,330,409,330,TAX INVOICE
33,321,139,321,139,343,33,343,OWNED BY :
34,343,376,343,376,369,34,369,SANYU SUPPLY SDN BHD (1135772-K)
37,397,303,397,303,420,37,420,CASH SALES COUNTER
53,459,188,459,188,483,53,483,1. 2012-0043
79,518,193,518,193,545,79,545,1 X 3.3000
270,460,585,460,585,484,270,484,JOURNAL BOOK 80PGS A4 70G
271,487,527,487,527,513,271,513,CARD COVER (SJB-4013)
479,522,527,522,527,542,479,542,3.30
553,524,583,524,583,544,553,544,SR
27,557,342,557,342,581,27,581,TOTAL SALES INCLUSIVE GST @6%
240,587,331,587,331,612,240,612,DISCOUNT
239,629,293,629,293,651,239,651,TOTAL
240,659,345,659,345,687,240,687,ROUND ADJ
239,701,347,701,347,723,239,723,FINAL TOTAL
239,758,301,758,301,781,239,781,CASH
240,789,329,789,329,811,240,811,CHANGE
478,561,524,561,524,581,478,581,3.30
477,590,525,590,525,614,477,614,0.00
482,634,527,634,527,655,482,655,3.30
480,664,528,664,528,684,480,684,0.00
481,704,527,704,527,726,481,726,3.30
481,760,526,760,526,782,481,782,5.00
482,793,528,793,528,814,482,814,1.70
28,834,172,834,172,859,28,859,GST SUMMARY
253,834,384,834,384,859,253,859,AMOUNT(RM)
475,834,566,834,566,860,475,860,TAX(RM)
28,864,128,864,128,889,28,889,SR @ 6%
337,864,385,864,385,886,337,886,3.11
518,867,565,867,565,887,518,887,0.19
25,943,290,943,290,967,25,967,INV NO: CS-SA-0076015
316,942,516,942,516,967,316,967,DATE : 05/04/2017
65,1084,569,1084,569,1110,65,1110,GOODS SOLD ARE NOT RETURNABLE & REFUNDABLE
112,1135,524,1135,524,1163,112,1163,THANK YOU FOR YOUR PATRONAGE
189,1169,441,1169,441,1192,189,1192,PLEASE COME AGAIN.
115,1221,517,1221,517,1245,115,1245,TERIMA KASIH SILA DATANG LAGI
65,1271,569,1271,569,1299,65,1299,** PLEASE KEEP THIS RECEIPT FOR PROVE OF
48,1305,584,1305,584,1330,48,1330,PURCHASE DATE FOR I.T PRODUCT WARRANTY
244,1339,393,1339,393,1359,244,1359,PURPOSE **
85,1389,548,1389,548,1419,85,1419,FOLLOW US IN FACEBOOK : SANYU.STATIONERY
