55,184,396,184,396,212,55,212,YONG CEN ENTERPRISE
51,216,414,216,414,246,51,246,9, JALAN SUBANG JASA 3,
54,250,489,250,489,277,54,277,40150 SHAH ALAM, SELANGOR.
55,282,291,282,291,312,55,312,TEL: 012-9719498
100,316,370,316,370,344,100,344,T NO: 001147981824
56,382,134,382,134,408,56,408,CASH
54,449,629,449,629,477,54,477,RECEIPT #: CS00027489 DATE: 11/02/2017
56,481,281,481,281,509,56,509,SALESPERSON :
357,482,558,482,558,507,357,507,TIME: 07:40:00
55,514,211,514,211,542,55,542,COUNTER :
57,582,123,582,123,607,57,607,ITEM
247,582,304,582,304,607,247,607,QTY
346,583,394,583,394,605,346,605,U/P
419,582,545,582,545,604,419,604,AMOUNT
55,613,210,613,210,641,55,641,2411662341
283,615,295,615,295,640,283,640,1
343,614,412,614,412,640,343,640,18.00
450,613,520,613,520,640,450,640,18.00
58,645,478,645,478,673,58,673,SR:GROUNDNUT INDIA 2.80KG
55,711,299,711,299,739,55,739,TOTAL QUANTITY
394,716,406,716,406,739,394,739,1
59,777,215,777,215,805,59,805,SUB-TOTAL
258,778,330,778,330,803,258,803,18.00
59,808,123,808,123,836,59,836,DISC
218,810,274,810,274,837,218,837,0.00
58,842,115,842,115,867,58,867,GST
222,845,276,845,276,869,222,869,1.08
55,873,110,873,110,900,55,900,TAX
214,875,270,875,270,903,214,903,0.00
58,907,214,907,214,934,58,934,ROUNDING
273,909,329,909,329,934,273,934,0.02
57,939,148,939,148,967,57,967,TOTAL
226,941,295,941,295,966,226,966,19.10
56,972,134,972,134,996,56,996,CASH
223,972,294,972,294,1000,223,1000,50.10
58,1006,178,1006,178,1031,58,1031,CHANGE
249,1007,321,1007,321,1033,249,1033,31.00
64,1071,590,1071,590,1103,64,1103,GOODS SOLD ARE NOT RETURNABLE,
56,1103,232,1103,232,1131,56,1131,THANK YOU.
