178,318,695,318,695,367,178,367,MR. D.I.Y. (KUCHAI) SDN BHD
286,370,576,370,576,418,286,418,CO-REG:750441-W
118,419,744,419,744,471,118,471,LOT 1851-A & 1851-B, JALAN KPB 6,
136,473,723,473,723,520,136,520,KAWASAN PERINDUSTRIAN BALAKONG,
152,522,737,522,737,570,152,570,43300 SERI KEMBANGAN, SELANGOR
190,571,673,571,673,621,190,621,(GST ID NO :000473792512)
362,624,513,624,513,671,362,671,(KEPONG)
305,673,555,673,555,715,305,715,-TAX INVOICE-
58,771,428,771,428,816,58,816,POT HOLDER (SQUARE)
57,823,347,823,347,865,57,865,MB11/2 - 10/300
52,873,197,873,197,912,52,912,9067846
57,921,368,921,368,969,57,969,CNY RIBBON 2.0CM
57,975,356,975,356,1016,57,1016,JC31/2 - 10/600
50,1020,197,1020,197,1065,50,1065,8711015
56,1124,273,1124,273,1171,56,1171,ITEM(S) : 2
771,779,818,779,818,819,771,819,*S
471,878,535,878,535,917,471,917,3 X
770,930,816,930,816,971,770,971,*S
469,1029,533,1029,533,1069,469,1069,3 X
621,1129,812,1129,812,1174,621,1174,QTY(S) : 6
54,1222,408,1222,408,1265,54,1265,TOTAL INCL. GST@6%
58,1270,137,1270,137,1318,58,1318,CASH
53,1326,174,1326,174,1363,53,1363,CHANGE
654,1228,817,1228,817,1267,654,1267,RM 26.40
653,1277,819,1277,819,1318,653,1318,RM 30.40
676,1326,811,1326,811,1366,676,1366,RM 4.00
56,1426,531,1426,531,1463,56,1463,GST @6% INCLUDED IN TOTAL
56,1525,512,1525,512,1564,56,1564,01-02-16 13:10 SH01 B003
563,1525,810,1525,810,1565,563,1565,T1 R000383271
50,1574,365,1574,365,1613,50,1613,OPERATOR TRAINEE
163,1672,690,1672,690,1715,163,1715,EXCHANGE ARE ALLOWED WITHIN
239,1726,604,1726,604,1765,239,1765,3 DAY WITH RECEIPT.
204,1775,660,1775,660,1814,204,1814,STRICTLY NO CASH REFUND.
564,878,645,878,645,917,564,917,2.50
699,878,776,878,776,917,699,917,7.50
567,1031,646,1031,646,1070,567,1070,6.30
678,1030,779,1030,779,1070,678,1070,18.90
618,1426,756,1426,756,1465,618,1465,RM 1.49
