135,277,528,277,528,307,135,307,99 SPEED MART S/B (519537-X)
149,313,528,313,528,350,149,350,LOT P.T. 2811, JALAN ANGSA,
233,355,432,355,432,383,233,383,TAMAN BERKELEY
190,394,489,394,489,429,190,429,41150 KLANG, SELANGOR
205,434,471,434,471,462,205,462,1313-SUBANG BESTARI
162,473,518,473,518,500,162,500,GST ID, NO : 000181747712
146,551,544,551,544,580,146,580,INVOICE NO : 18291/102/T0380
62,630,161,630,161,659,62,659,06:04PM
303,630,386,630,386,660,303,660,569004
512,629,629,629,629,658,512,658,28-01-18
61,711,445,711,445,739,61,739,5593 LEA & PERRINS SOS WORC
89,750,270,750,270,776,89,776,@11 X RM 8.99
501,710,629,710,629,734,501,734,RM98.89 S
61,830,483,830,483,856,61,856,TOTAL SALES (INCLUSIVE GST) RM
171,867,486,867,486,902,171,902,ROUNDING ADJUSTMENT RM
329,908,486,908,486,941,329,941,ROUNDING RM
357,947,485,947,485,972,357,972,CREDIT RM
357,985,486,985,486,1015,357,1015,CHANGE RM
525,826,601,826,601,853,525,853,98.89
554,866,595,866,595,893,554,893,.01
529,906,600,906,600,933,529,933,98.90
527,946,598,946,598,970,527,970,98.90
555,983,601,983,601,1010,555,1010,.00
58,1068,217,1068,217,1104,58,1104,GST SUMMARY
287,1066,427,1066,427,1094,287,1094,AMOUNT(RM)
513,1062,611,1062,611,1090,513,1090,TAX(RM)
60,1108,146,1108,146,1134,60,1134,S = 6%
358,1106,429,1106,429,1131,358,1131,93.28
554,1104,610,1104,610,1128,554,1128,5.61
132,1220,530,1220,530,1252,132,1252,THANK YOU. PLEASE COME AGAIN
59,1261,613,1261,613,1299,59,1299,KEEP THE INVOICE FOR APPLICABLE RETURNS
