33,71,588,71,588,94,33,94,GARDENIA BAKERIES (KL) SDN BHD (139386 X)
172,94,445,94,445,118,172,118,LOT 3, JALAN PELABUR 23/1,
157,117,457,117,457,142,157,142,40300 SHAH ALAM, SELANGOR.
119,140,303,140,303,163,119,163,TEL: 03- 55423228
188,164,432,164,432,186,188,186,GST ID: 000381399040
137,203,483,203,483,242,137,242,TAX INVOICE / ADJUSTMENT NOTE
245,264,511,264,511,298,245,298,CASH INV NO.: 7028F714
27,303,111,303,111,325,27,325,VE0514
318,305,517,305,517,326,318,326,DATE: 28/10/2017
25,333,373,333,373,368,25,368,MAKASSAR FRESH MARKET SDN BHD
26,374,312,374,312,396,26,396,GROUND FLOOR, NO. 4 & 6,
30,398,207,398,207,421,30,421,JALAN SS 15/4B,
25,422,349,422,349,443,25,443,47500 SUBANG JAYA, SELANGOR
27,442,273,442,273,465,27,465,VE05: RIDZUAN (11900)
253,465,414,465,414,487,253,487,DD: 28/10/2017
23,496,157,496,157,516,23,516,DESCRIPTION
175,496,215,496,215,515,175,515,U.P
225,496,263,496,263,515,225,515,ISS
271,496,311,496,311,515,271,515,EXC
329,496,347,496,347,514,329,514,D
355,494,404,494,404,513,355,513,SALE
424,495,510,495,510,516,424,516,AMT(RM)
21,531,144,531,144,553,21,553,O.C. WHITE
164,533,215,533,215,552,164,552,2.13
246,530,263,530,263,550,246,550,5
294,532,310,532,310,551,294,551,0
329,531,346,531,346,551,329,551,0
389,532,405,532,405,549,389,549,5
450,530,508,530,508,552,450,552,10.65
22,555,134,555,134,576,22,576,WHOLEMEAL
165,555,214,555,214,574,165,574,2.78
248,556,264,556,264,575,248,575,1
293,555,310,555,310,573,293,573,0
329,555,347,555,347,573,329,573,0
389,554,405,554,405,574,389,574,1
459,554,509,554,509,574,459,574,2.78
23,578,135,578,135,600,23,600,O.C JUMBO
164,578,218,578,218,599,164,599,2.97
248,579,263,579,263,597,248,597,3
294,578,311,578,311,598,294,598,0
329,577,347,577,347,597,329,597,0
389,577,404,577,404,596,389,596,3
459,578,511,578,511,597,459,597,8.91
186,607,403,607,403,652,186,652,TOTAL 0% SUPPLIES:
447,610,514,610,514,644,447,644,22.34
22,661,148,661,148,683,22,683,CR-VANILLA
163,662,216,662,216,681,163,681,0.72
248,661,264,661,264,681,248,681,0
295,660,311,660,311,682,295,682,7
329,661,347,661,347,681,329,681,0
378,660,404,660,404,680,378,680,-7
447,660,512,660,512,680,447,680,-5.04
22,685,158,685,158,704,22,704,CR-B'SCOTCH
164,685,216,685,216,704,164,704,0.72
236,685,264,685,264,703,236,703,20
295,686,311,686,311,704,295,704,0
331,685,347,685,347,704,331,704,0
378,685,406,685,406,704,378,704,20
449,684,512,684,512,703,449,703,14.40
44,715,404,715,404,755,44,755,TOTAL 6% SUPPLIES (EXCL. GST):
460,716,513,716,513,749,460,749,9.36
354,762,404,762,404,796,354,796,GST:
458,762,512,762,512,795,458,795,0.56
54,812,406,812,406,855,54,855,TOTAL 6% SUPPLIES (INC. GST):
461,813,514,813,514,847,461,847,9.92
189,858,406,858,406,900,189,900,TOTAL 0% SUPPLIES:
448,859,512,859,512,892,448,892,22.34
234,910,407,910,407,953,234,953,TOTAL PAYABLE:
449,909,514,909,514,945,449,945,32.26
28,973,125,973,125,994,28,994,E.&.0.E.
28,998,559,998,559,1019,28,1019,RECEIVED ABOVE GOODS IN GOOD ORDER CONDITION.
26,1020,493,1020,493,1044,26,1044,THE RECIPIENT OF GARDENIA'S PRODUCTS IS
29,1044,566,1044,566,1066,29,1066,REQUIRED TO MAKE NECESSARY ADJUSTMENTS TO ITS
26,1067,470,1067,470,1090,26,1090,INPUT TAX CLAIMS, ON THE BASIC OF THE
28,1091,497,1091,497,1113,28,1113,ADJUSTMENTS SHOWN IN THIS TAX INVOICE /
26,1114,210,1114,210,1136,26,1136,ADJUSTMENT NOTE
194,1139,435,1139,435,1163,194,1163,CUSTOMER'S COPY
318,141,503,141,503,162,318,162,FAX:03- 55423213
435,465,494,465,494,487,435,487,11:26
