53,202,614,202,614,252,53,252,SEGI CASH & CARRY SDN. BHD.(317041-W)
143,249,525,249,525,286,143,286,PT17920 SEK U9, SHAH ALAM
144,291,522,291,522,333,144,333,GST REG NO : 001951645696
40,424,190,424,190,453,40,453,INVOICE NO
39,468,99,468,99,495,39,495,DATE
237,457,553,457,553,492,237,492,: 06 JAN 2018 05:21PM
38,508,144,508,144,533,38,533,COUNTER
238,502,295,502,295,531,238,531,: 02
39,582,416,582,416,615,39,615,MIGHTY MARK DISHWASH 11L
35,626,160,626,160,654,35,654,2 X 9.90
537,617,643,617,643,646,537,646,19.80 S
39,662,506,662,506,693,39,693,CROWN'S POWER PWD DETERGENT 5KG
38,703,367,703,367,739,38,739,1 X 11.50 (DISC: 1.60)
552,699,641,699,641,727,552,727,9.90 S
39,749,159,749,159,775,39,775,UDANG XL
39,787,220,787,220,815,39,815,3.18 X 39.90
522,781,643,781,643,811,522,811,126.88 Z
39,828,159,828,159,856,39,856,UDANG XL
39,867,218,867,218,894,39,894,3.15 X 39.90
522,860,643,860,643,890,522,890,125.69 Z
37,903,537,903,537,937,37,937,WIN CENDOL (GROSS 1.5KG, NET 1KG)
38,947,157,947,157,974,38,974,2 X 4.51
551,939,643,939,643,969,551,969,9.02 S
39,984,340,984,340,1015,39,1015,IKAN BILIS C TIMBANG
40,1027,218,1027,218,1055,40,1055,1.36 X 55.00
535,1022,644,1022,644,1048,535,1048,74.80 Z
38,1068,280,1068,280,1095,38,1095,AJINOMOTO 20X1KG
40,1107,187,1107,187,1136,40,1136,1 X 210.00
521,1104,642,1104,642,1131,521,1131,210.00 S
37,1147,430,1147,430,1175,37,1175,SEGI/LEMBU EMAS OIL 17KG+-
40,1187,174,1187,174,1216,40,1216,1 X 69.90
536,1184,643,1184,643,1209,536,1209,69.90 Z
38,1225,355,1225,355,1251,38,1251,ABC TEPUNG UBI 10X1KG
39,1267,175,1267,175,1291,39,1291,1 X 28.00
534,1262,641,1262,641,1290,534,1290,28.00 Z
37,1346,262,1346,262,1373,37,1373,NO OF ITEMS: 11
174,1384,490,1384,490,1411,174,1411,SUBTOTAL INCL. GST:RM
551,1384,642,1384,642,1410,551,1410,673.99
323,1425,489,1425,489,1458,323,1458,ROUNDING:RM
578,1424,638,1424,638,1450,578,1450,0.01
217,1465,490,1465,490,1493,217,1493,TOTAL INCL. GST:RM
550,1465,642,1465,642,1491,550,1491,674.00
158,1507,488,1507,488,1534,158,1534,VISA XXXXXXXXXXXX7118:
552,1503,643,1503,643,1530,552,1530,674.00
354,1545,491,1545,491,1578,354,1578,CHANGE:RM
580,1542,640,1542,640,1570,580,1570,0.00
338,1583,491,1583,491,1618,338,1618,SAVINGS:RM
579,1583,641,1583,641,1612,579,1612,1.60
37,1626,382,1626,382,1658,37,1658,MISSED POINT TODAY: 659
38,1665,491,1665,491,1699,38,1699,SERVED BY KALAVATHI A/P AYAVOO
264,1745,428,1745,428,1778,264,1778,GST SUMMARY
36,1785,157,1785,157,1813,36,1813,GST CODE
353,1785,502,1785,502,1818,353,1818,AMOUNT(RM)
533,1783,639,1783,639,1818,533,1818,TAX(RM)
36,1826,142,1826,142,1854,36,1854,S @6.0%
413,1825,505,1825,505,1854,413,1854,234.63
566,1824,637,1824,637,1853,566,1853,14.09
36,1866,145,1866,145,1893,36,1893,Z @0.0%
414,1865,505,1865,505,1890,414,1890,425.27
579,1864,639,1864,639,1890,579,1890,0.00
141,1985,521,1985,521,2013,141,2013,REF NO: 00600666580062513
83,2026,580,2026,580,2052,83,2052,GOODS SOLD ARE NOT RETURNABLE. TQ
237,421,343,421,343,451,237,451,: 62513
