89,210,836,210,836,251,89,251,SYARIKAT PERNIAGAAN GIN KEE
385,271,544,271,544,308,385,308,(81109-A)
241,316,682,316,682,353,241,353,NO 290, JALAN AIR PANAS,
382,358,543,358,543,398,382,398,SETAPAK,
270,410,660,410,660,447,270,447,53200, KUALA LUMPUR
316,450,615,450,615,487,316,487,TEL : 03-40210276
277,511,652,511,652,550,277,550,GST ID : 000750673920
236,561,694,561,694,598,236,598,SIMPLIFIED TAX INVOICE
43,636,148,636,148,672,43,672,CASH
47,690,173,690,173,724,47,724,DOC NO
101,1977,838,1977,838,2026,101,2026,GOODS SOLD ARE NOT RETURNABLE, THANK YOU.
251,681,516,681,516,730,251,730,: CS00012544
562,681,848,681,848,733,562,733,DATE: 04/01/2018
744,1889,830,1889,830,1920,744,1920,5.67
44,745,168,745,168,781,44,781,CASHIER
525,1889,625,1889,625,1922,525,1922,94.5
248,744,405,744,405,775,248,775,: USER
559,733,810,733,810,771,559,771,TIME: 15:46:00
296,1887,410,1887,410,1923,296,1923,TOTAL :
49,782,293,782,293,831,49,831,SALESPERSON :
742,1827,830,1827,830,1860,742,1860,5.67
548,790,644,790,644,823,548,823,REF. :
43,883,122,883,122,916,43,916,ITEM
347,877,405,877,405,921,347,921,QTY
473,878,592,878,592,914,473,914,S/PRICE
631,877,766,877,766,916,631,916,AMOUNT
797,883,867,883,867,914,797,914,TAX
46,929,130,929,130,962,46,962,1840
364,932,388,932,388,957,364,957,1
484,929,574,929,574,959,484,959,40.28
673,927,765,927,765,960,673,960,40.28
807,927,857,927,857,960,807,960,SR
47,973,210,973,210,1010,47,1010,K10' 1 X 8
49,1027,128,1027,128,1061,49,1061,1664
361,1025,389,1025,389,1064,361,1064,2
481,1027,579,1027,579,1061,481,1061,26.50
677,1027,764,1027,764,1064,677,1064,53.00
807,1030,859,1030,859,1063,807,1063,SR
52,1075,605,1075,605,1114,52,1114,1LT BIG TREE HIGH GLOSS PAINT
47,1130,133,1130,133,1164,47,1164,1909
363,1133,387,1133,387,1160,363,1160,1
495,1133,576,1133,576,1169,495,1169,6.89
693,1129,764,1129,764,1165,693,1165,6.89
807,1132,860,1132,860,1166,807,1166,SR
44,1179,355,1179,355,1215,44,1215,7" ROLLER REFILL
136,1228,286,1228,286,1265,136,1265,TOTAL QTY:
358,1228,386,1228,386,1262,358,1262,4
659,1228,769,1228,769,1262,659,1262,100.17
130,1293,592,1293,592,1332,130,1332,TOTAL SALES (EXCLUDING GST) :
674,1298,763,1298,763,1331,674,1331,94.50
421,1344,593,1344,593,1385,421,1385,DISCOUNT :
690,1351,766,1351,766,1387,690,1387,0.00
401,1403,591,1403,591,1436,401,1436,TOTAL GST :
689,1404,768,1404,768,1437,689,1437,5.67
416,1456,595,1456,595,1497,416,1497,ROUNDING :
687,1464,763,1464,763,1492,687,1492,0.00
67,1515,591,1515,591,1559,67,1559,TOTAL SALES (INCLUSIVE OF GST) :
658,1520,766,1520,766,1554,658,1554,100.17
456,1576,589,1576,589,1612,456,1612,CASH :
659,1578,763,1578,763,1615,659,1615,100.17
428,1630,594,1630,594,1666,428,1666,CHANGE :
692,1628,763,1628,763,1662,692,1662,0.00
107,1721,388,1721,388,1758,107,1758,GST SUMMARY
116,1785,275,1785,275,1822,116,1822,TAX CODE
350,1788,381,1788,381,1824,350,1824,%
459,1784,618,1784,618,1823,459,1823,AMT(RM)
673,1787,824,1787,824,1821,673,1821,TAX(RM)
119,1829,175,1829,175,1868,119,1868,SR
356,1829,386,1829,386,1862,356,1862,6
514,1829,619,1829,619,1868,514,1868,94.50
