1709,2020,3048,2020,3048,2099,1709,2099,UNIHAKKA INTERNATIONAL SDN BHD
2129,2102,2623,2102,2623,2172,2129,2172,21 JUN 2018 18:30
2222,2181,2526,2181,2526,2260,2222,2260,(867388-U)
1801,2267,2947,2267,2947,2345,1801,2345,12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN
1936,2360,2807,2360,2807,2429,1936,2429,TAMPOI,81200 JOHOR BAHRU, JOHOR
2181,2436,2558,2436,2558,2503,2181,2503,TAX INVOICE
1637,2514,2458,2514,2458,2572,1637,2572,INVOICE# : OR18062102160440
1637,2620,1757,2620,1757,2684,1637,2684,ITEM
2102,2632,2204,2632,2204,2702,2102,2702,QTY
2962,2637,3099,2637,3099,2707,2962,2707,TOTAL
1642,2718,2574,2718,2574,2803,1642,2803,SR I00100000035- 1 MEAT + 3 VEGE
1632,2804,1848,2804,1848,2880,1632,2880,RM6.69
1635,2934,2419,2934,2419,3008,1635,3008,SR I00100000015- VEGETABLE
1620,3022,1835,3022,1835,3089,1620,3089,RM1.03
2096,2822,2131,2822,2131,2880,2096,2880,1
2097,3029,2134,3029,2134,3088,2097,3088,1
2880,2822,3091,2822,3091,2892,2880,2892,RM6.69
2877,3044,3082,3044,3082,3102,2877,3102,RM1.03
2497,3181,3085,3181,3085,3251,2497,3251,TOTAL AMOUNT: RM7.72
2558,3263,3084,3263,3084,3333,2558,3333,GST @0%: RM0.00
2570,3348,3079,3348,3079,3424,2570,3424,ROUNDING: -RM0.02
2585,3433,3073,3433,3073,3500,2585,3500,NETT TOTAL: RM7.70
1616,3534,2013,3534,2013,3600,1616,3600,PAYMENT MODE
2866,3549,3073,3549,3073,3617,2866,3617,AMOUNT
1614,3635,1787,3635,1787,3688,1614,3688,CASH
1616,3709,1827,3709,1827,3779,1616,3779,CHANGE
2863,3649,3071,3649,3071,3710,2863,3710,RM7.70
2860,3734,3068,3734,3068,3790,2860,3790,RM0.00
1611,3912,1941,3912,1941,3979,1611,3979,GST SUMMARY
1611,4009,1956,4009,1956,4076,1611,4076,SR = GST @0%
2310,3927,2597,3927,2597,3988,2310,3988,AMOUNT(RM)
2491,4015,2593,4015,2593,4073,2491,4073,7.72
2871,3933,3064,3933,3064,3994,2871,3994,TAX(RM)
2959,4032,3067,4032,3067,4076,2959,4076,0.00
1974,4135,2685,4135,2685,4205,1974,4205,GST REG #000656195584
1853,4218,2801,4218,2801,4290,1853,4290,BAR WANG RICE@PERMAS JAYA
1974,4295,2670,4295,2670,4383,1974,4383,THANK YOU & COME AGAIN!
1889,4377,2749,4377,2749,4459,1889,4459,LIKE AND FOLLOW US ON FACEBOOK!
1933,4468,2705,4468,2705,4550,1933,4550,FACEBOOK.COM/BARWANGRICE
