1770,792,3375,792,3375,881,1770,881,OLD TOWN WHITE COFFE
2089,903,3040,903,3040,975,2089,975,EXQUISITE GARDEN SDN BHD
2324,997,2834,997,2834,1076,2324,1076,(JM 809642-A)
1806,1101,3315,1101,3315,1182,1806,1182,LOT NO R134,GIANT HYPERMARKET PLENTONG
2163,1195,3007,1195,3007,1272,2163,1272,NO3, JALAN MASAI LAMA
2078,1292,3042,1292,3042,1371,2078,1371,81750 MASAI. JOHOR BAHRU
2201,1388,2919,1388,2919,1467,2201,1467,TEL : +607-3536960
2041,1489,3076,1489,3076,1561,2041,1561,OUTLET: J11 GIANT PLENTONG
2307,1689,2764,1689,2764,1766,2307,1766,TAX INVOICE
2155,1788,2915,1788,2915,1856,2155,1856,GST ID:000750002176
1755,2083,2153,2083,2153,2160,1755,2160,2 COUNTER1
2948,2076,3346,2076,3346,2148,2948,2148,4004 ANICA
1755,2274,2197,2274,2197,2355,1755,2355,CHECK:21063
2144,2368,2996,2368,2996,2449,2144,2449,03 JUN 18 03:07:32 PM
3060,2267,3337,2267,3337,2348,3060,2348,COVER:1
1749,2474,2696,2474,2696,2626,1749,2626,TABLE:63 / 1
2342,2731,2628,2731,2628,2806,2342,2806,DINE IN
1760,2826,1785,2826,1785,2905,1760,2905,1
1762,2928,1786,2928,1786,3003,1762,3003,1
1757,3025,1783,3025,1783,3095,1757,3095,1
1755,3124,1781,3124,1781,3199,1755,3199,1
1757,3225,1781,3225,1781,3297,1757,3297,1
1910,2825,2560,2825,2560,2910,1910,2910,SN2 SOUP PAN MEE
1909,2931,2032,2931,2032,3003,1909,3003,ST8
1935,3017,2659,3017,2659,3101,1935,3101,SN8 SP NOD SPECIAL
1942,3117,2348,3117,2348,3196,1942,3196,WC1 (C) WC
1907,3221,2700,3221,2700,3293,1907,3293,VA9 FRENCH FRIES BKT
2981,2828,3271,2828,3271,2897,2981,2897,10.90 S
2988,2920,3260,2920,3260,2995,2988,2995,12.97 S
3209,3027,3253,3027,3253,3091,3209,3091,S
3210,3117,3254,3117,3254,3192,3210,3192,S
3014,3214,3258,3214,3258,3286,3014,3286,4.15 S
1865,3416,2096,3416,2096,3497,1865,3497,TOTAL:
1859,3524,2210,3524,2210,3603,1859,3603,ROUNDING:
1866,3618,2088,3618,2088,3697,1866,3697,TOTAL:
2972,3416,3176,3416,3176,3491,2972,3491,28.02
3010,3515,3214,3515,3214,3587,3010,3587,0.02-
2972,3612,3168,3612,3168,3687,2972,3687,28.00
1865,3811,2216,3811,2216,3886,1865,3886,SUBTOTAL:
1861,3908,2333,3908,2333,3987,1861,3987,10% SRV CHG:
1859,4009,2386,4009,2386,4079,1859,4079,GST INCLUSIVE
1850,4104,2089,4104,2089,4183,1850,4183,TOTAL:
1850,4211,2206,4211,2206,4286,1850,4286,ROUNDING:
1854,4301,2085,4301,2085,4376,1854,4376,TOTAL:
2966,3807,3170,3807,3170,3879,2966,3879,25.47
3010,3906,3168,3906,3168,3976,3010,3976,2.55
3001,3996,3175,3996,3175,4077,3001,4077,0.00
2966,4101,3170,4101,3170,4176,2966,4176,28.02
3003,4205,3205,4205,3205,4277,3003,4277,0.02-
2964,4304,3162,4304,3162,4374,2964,4374,28.00
3243,4016,3291,4016,3291,4064,3243,4064,*
1845,4600,2047,4600,2047,4670,1845,4670,PAID:
1891,4695,2056,4695,2056,4770,1891,4770,CASH
1850,4791,2281,4791,2281,4872,1850,4872,CHANGE DUE:
2933,4598,3166,4598,3166,4670,2933,4670,100.00
2933,4699,3164,4699,3164,4767,2933,4767,100.00
2957,4789,3161,4789,3161,4864,2957,4864,72.00
1887,4993,3201,4993,3201,5061,1887,5061,4003 CLOSED 03 JUN 18 03:34:54 PM
2359,5189,2728,5189,2728,5264,2359,5264,THANK YOU
2199,5286,2889,5286,2889,5361,2199,5361,PLEASE COME AGAIN
2041,5384,3034,5384,3034,5461,2041,5461,GST @0% INCLUDED IN TOTAL
1837,5578,2241,5578,2241,5661,1837,5661,GSTSUMMARY
1839,5678,2232,5678,2232,5750,1839,5750,S=GST @0%:
1834,5778,2232,5778,2232,5848,1834,5848,Z=GST @0%:
2315,5576,2711,5576,2711,5666,2315,5666,AMOUNT(RM)
2320,5679,2527,5679,2527,5751,2320,5751,28.02
2318,5773,2476,5773,2476,5845,2318,5845,0.00
2794,5580,3071,5580,3071,5657,2794,5657,GST(RM)
2794,5681,2954,5681,2954,5751,2794,5751,0.00
2790,5775,2953,5775,2953,5847,2790,5847,0.00
