1582,458,3050,458,3050,549,1582,549,THE TOAST F&B SDN BHD (965752-T)
1662,562,2989,562,2989,636,1662,636,LOT 2110&2111 JALAN PERMAS UTARA
1921,644,2715,644,2715,708,1921,708,BANDAR BARU PERMAS
1835,722,2802,722,2802,789,1835,789,81750,JOHOR BAHRU JOHOR
2067,801,2569,801,2569,868,2067,868,TEL: 07-3886880
1889,876,2741,876,2741,946,1889,946,GST ID NO: 002069884928
1997,975,2629,975,2629,1070,1997,1070,TAX INVOICE
1603,1120,2191,1120,2191,1198,1603,1198,PS8418056909
2597,1120,3021,1120,3021,1198,2597,1198,19/05/2018
1601,1213,1983,1213,1983,1293,1601,1293,S/P: POS
2399,1214,2765,1214,2765,1292,2399,1292,LOC: PMS
1596,1312,1855,1312,1855,1387,1596,1387,WALK IN
1600,1431,1884,1431,1884,1525,1600,1525,TABLE:
2193,1451,2250,1451,2250,1561,2193,1561,1
1596,1610,1740,1610,1740,1676,1596,1676,ITEM
1914,1607,2042,1607,2042,1692,1914,1692,QTY
2079,1607,2320,1607,2320,1682,2079,1682,U.PRICE
2406,1609,2562,1609,2562,1676,2406,1676,DISC
2748,1612,3013,1612,3013,1672,2748,1672,AMOUNT
1598,1699,1728,1699,1728,1772,1598,1772,224
2042,1696,2507,1696,2507,1769,2042,1769,CANTONESE
1999,1802,2043,1802,2043,1869,1999,1869,1
2159,1795,2347,1795,2347,1870,2159,1870,10.00
2403,1788,2566,1788,2566,1859,2403,1859,0.00
2750,1791,3016,1791,3016,1857,2750,1857,10.00 S
1591,1893,1726,1893,1726,1973,1591,1973,204
2042,1891,2599,1891,2599,1960,2042,1960,CHICKEN SOUP
2006,1994,2036,1994,2036,2056,2006,2056,1
2189,1990,2345,1990,2345,2057,2189,2057,8.50
2409,1981,2567,1981,2567,2056,2409,2056,0.00
2784,1985,3015,1985,3015,2058,2784,2058,8.50 S
1593,2093,1785,2093,1785,2166,1593,2166,201C
2042,2084,2750,2084,2750,2171,2042,2171,NASI LEMAK (OTAK)
1992,2189,2035,2189,2035,2256,1992,2256,1
2193,2187,2346,2187,2346,2258,2193,2258,8.80
2410,2180,2563,2180,2563,2253,2410,2253,0.00
2782,2182,3006,2182,3006,2258,2782,2258,8.80 S
1584,2285,1714,2285,1714,2358,1584,2358,431
2031,2282,2768,2282,2768,2367,2031,2367,HONEY LEMON (ICE)
1996,2388,2037,2388,2037,2454,1996,2454,1
2186,2386,2340,2386,2340,2450,2186,2450,4.40
2406,2383,2560,2383,2560,2445,2406,2445,0.00
